song	track	duration	voc_estimated	instr_estimated	other_estimated	voc_oracle	instr_oracle	other_oracle
01463bdf-8fd7-4a03-9be2-33ebb11207fe	3b030e58-0c35-43c7-aaa6-82d77f20fcf3.ogg	20						
01463bdf-8fd7-4a03-9be2-33ebb11207fe	4947ac1a-4712-4ea6-a40b-7c09f3565eef.ogg	20						
01463bdf-8fd7-4a03-9be2-33ebb11207fe	a7270368-e6f8-496e-8943-35deed9ecc83.ogg	20						
01463bdf-8fd7-4a03-9be2-33ebb11207fe	b1a914ab-1f5d-4bec-af25-948ac3a53bf2.ogg	20						
01463bdf-8fd7-4a03-9be2-33ebb11207fe	d041b86c-3862-4649-a01a-452025665ab4.ogg	20						
025e57ce-968d-4444-b5c1-6d783c8ccddd	8dd3c68c-b5b2-49fe-9100-fe318146f562.ogg	440						
025e57ce-968d-4444-b5c1-6d783c8ccddd	cd7f36f2-f0f7-4704-922a-9b3cb1cd956e.ogg	440						
025e57ce-968d-4444-b5c1-6d783c8ccddd	f673cbe5-7e1b-4929-b96d-949c9bf09ddb.ogg	440						
025e57ce-968d-4444-b5c1-6d783c8ccddd	fb3c2a9c-3b43-47d5-80ce-1669e536b43e.ogg	440						
02898859-c69d-4c6f-baa0-b175fdcfb7f3	0cab1382-fb54-4d29-8ea8-a727a4380281.ogg	450						
02898859-c69d-4c6f-baa0-b175fdcfb7f3	0d3da556-2162-448c-8607-4ae98d1fadb3.ogg	450						
02898859-c69d-4c6f-baa0-b175fdcfb7f3	151f20a6-2868-4718-aef6-40e7b7dfcac0.ogg	450						
02898859-c69d-4c6f-baa0-b175fdcfb7f3	7d5519a1-f6c6-4dbd-8705-26544ecc4b64.ogg	450						
02898859-c69d-4c6f-baa0-b175fdcfb7f3	7fbe5833-000b-4be6-a100-c26aa4fb6554.ogg	450						
02898859-c69d-4c6f-baa0-b175fdcfb7f3	ab92baaf-730a-43b4-97c4-e8574e7b9c50.ogg	450						
02898859-c69d-4c6f-baa0-b175fdcfb7f3	dda8835e-d5c3-4965-82a0-96cfc1c29008.ogg	450						
02898859-c69d-4c6f-baa0-b175fdcfb7f3	e78881ab-6514-4259-bbe8-7b69a60f3ab7.ogg	450						
02898859-c69d-4c6f-baa0-b175fdcfb7f3	eff88767-e9e5-45b5-9e59-0986b3988aca.ogg	450						
02a370ef-13ef-4ec6-8842-e799c126a97e	0d484bea-92bf-498d-be17-017b2f0bff83.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	113f59d2-e666-440b-9be1-30f263e179d8.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	1379bb86-bd75-488d-8d82-b3b06b822c27.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	212960d1-583c-4d01-8641-47699d112602.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	2328cb5a-f103-46d4-97cc-fc951df4a516.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	24fa07b1-153b-44f3-ac67-b958d3d0f482.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	28d3f100-cbaa-49a9-89ef-289677a4fdb3.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	2a8df47b-41e8-4e3e-bf69-c951ec0209d6.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	2e7e30ae-fbeb-4dba-8fd2-4f8fb5e35375.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	2eb6841b-82ae-43e5-8e27-bbb7ffedaabd.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	3e1dd20c-b8a9-49e0-a42c-9173135c42c7.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	3f099e81-88b7-4230-8bc0-504f91de9d8f.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	4421c4a4-6c1e-4ad9-abb8-bea4e27771ad.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	44dc459c-ee1e-430f-872e-e4356c156c39.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	490c3d5c-59bb-4afe-92c8-862035f432be.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	5003d964-42bf-48ec-9c1e-f0788396a01f.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	50df9121-942b-4e35-ace2-7647ba62cc2c.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	5d04a30e-1526-4f68-a157-c2bbdd2f8d64.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	6534b107-2a83-49fc-ac5d-0300129ed5cb.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	6920691b-c9d4-4b1c-90d4-6beeafba2aad.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	6c46b2c6-0c01-440d-841c-6fd124f0ed3e.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	6faf36d3-955e-4396-8071-2f7420e2dc9f.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	7c71bb17-dfb5-4b48-b4f7-80a74233e85a.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	7c7b5381-9932-4f0c-8ecf-d42df442a109.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	7fd1ec81-ab04-4fb2-9870-2c84f8f1b559.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	82c4f020-e4fb-46ce-8ffd-844952fe57e9.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	8444e6d3-acb5-4be1-9dc4-4df74964c680.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	88298dd4-8f60-46f6-a989-ab01c9c3b3ca.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	8feaec9f-92b1-4127-aea8-c567709526a2.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	9208d2f2-e096-45ae-95e2-1e844fce6332.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	96f9eb15-2168-47e2-bd70-64ff58a7977f.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	9863a99c-7422-4dc6-a481-1e6902bb92b0.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	9a608f86-ee55-4c79-96a8-6eed4a3fd107.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	a29ae499-121d-4088-a7ac-7406284087b3.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	a37bfb5e-109b-4ca6-aaa6-ea61c52f178d.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	a89a2fac-b5d3-4e5e-9e0e-be716397d78c.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	b8ae3285-9c61-461a-b86c-30bfe60b433f.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	bc07ee02-c4f5-423a-bf69-d5d8a5702df3.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	c1d31b25-8897-4a4b-a738-e4d3bbd4164c.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	c2125f35-52a4-42d9-994b-5d70d63b07de.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	c4efe7bf-681f-4ccc-8acf-dbcdab7a25d4.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	d29c6cd8-8d61-481e-8fc1-d079fd03295b.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	d72fcd63-1f88-4512-b17d-a4411d8bb52e.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	e3866360-16cd-47da-b79b-9f72507c6201.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	e4755fb6-4744-43ad-8966-8a3e6f1a571a.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	e7a2232e-7c02-4b43-aaae-3d57f3dec57e.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	e9898b75-82de-42ee-bf88-48d1e86301bc.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	ed3adac8-b61d-4adf-8470-38d5ecd4cc3b.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	f33e0a38-62d0-44c3-8061-5ae681759f35.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	f458dd31-7402-4843-9f85-f9a6e80bce1d.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	f738abf6-1ed0-4725-a203-9767355e15e0.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	fe1b2397-d27b-4f79-9762-233743356baf.ogg	560						
02a370ef-13ef-4ec6-8842-e799c126a97e	ff01cb51-bf50-4f38-b2c3-b3d505156d35.ogg	560						
02a77811-4aa5-4768-a62c-fb067748a965	01cdd9c6-bcde-45d3-a65f-a6e05cbf84da.ogg	490						
02a77811-4aa5-4768-a62c-fb067748a965	01e2b205-d448-4f3c-b1fc-aaa6073a4564.ogg	490						
02a77811-4aa5-4768-a62c-fb067748a965	27a03955-d219-4cfa-b3d4-21f250e4525b.ogg	490						
02a77811-4aa5-4768-a62c-fb067748a965	357af501-7b34-4d8d-9dd5-ecdee9773ad7.ogg	490						
02a77811-4aa5-4768-a62c-fb067748a965	4ac47906-135f-49df-9878-1f5386b19cd7.ogg	490						
02a77811-4aa5-4768-a62c-fb067748a965	5bb7cb3d-225c-4fac-92df-567bfd794257.ogg	490						
02a77811-4aa5-4768-a62c-fb067748a965	5e64ed3e-998b-414f-9c11-d3a1ef25e626.ogg	490						
02a77811-4aa5-4768-a62c-fb067748a965	62d11d7a-98da-4d6b-9314-606c683b6b76.ogg	490						
02a77811-4aa5-4768-a62c-fb067748a965	6ca1931f-d731-4fbb-ad64-bf2386f33796.ogg	490						
02a77811-4aa5-4768-a62c-fb067748a965	7d01e98e-97f1-43d5-8c9c-f89732d073f1.ogg	490						
02a77811-4aa5-4768-a62c-fb067748a965	851f9581-0e81-4d6e-b3c3-adec891a5b75.ogg	490						
02a77811-4aa5-4768-a62c-fb067748a965	cba1afef-045c-42f5-a892-8acd3da605c2.ogg	490						
02a77811-4aa5-4768-a62c-fb067748a965	cdca79db-c3d1-4f7c-aa3d-a9a53d1cc734.ogg	490						
02a77811-4aa5-4768-a62c-fb067748a965	da432607-4c9f-42c0-a0c4-6a993bef0c25.ogg	490						
02a77811-4aa5-4768-a62c-fb067748a965	de4e0962-43b0-4a0d-aecf-b9df4e5d568f.ogg	490						
02a77811-4aa5-4768-a62c-fb067748a965	fd7c121f-e6e3-44ec-b62d-731a40477429.ogg	490						
035d521b-ab17-4e02-8218-dc0fee3fdef1	1001cec9-d753-4ecb-ac4b-8f7a4da6f8af.ogg	220						
035d521b-ab17-4e02-8218-dc0fee3fdef1	146f824b-d95b-4452-8b2a-7cfdfc60515f.ogg	220						
035d521b-ab17-4e02-8218-dc0fee3fdef1	30d8891f-2e62-48b7-89e0-907bd5f17399.ogg	220						
035d521b-ab17-4e02-8218-dc0fee3fdef1	59ba35c2-5d89-47e5-bd1f-b9e8d00f765a.ogg	220						
035d521b-ab17-4e02-8218-dc0fee3fdef1	62146b7b-8851-4835-b383-f24b4a8d2c07.ogg	220						
035d521b-ab17-4e02-8218-dc0fee3fdef1	7986211e-5c6c-416d-a8fe-f3f80b36b350.ogg	220						
035d521b-ab17-4e02-8218-dc0fee3fdef1	8bcf9232-7d6b-40f9-b30d-1f6d321e229b.ogg	220						
035d521b-ab17-4e02-8218-dc0fee3fdef1	ae8976e0-ce91-4082-8148-f5329ebd8f30.ogg	220						
035d521b-ab17-4e02-8218-dc0fee3fdef1	bdcee4e1-805b-4e33-9b49-80bdee446a59.ogg	220						
035d521b-ab17-4e02-8218-dc0fee3fdef1	c69b713d-4ee9-410f-af80-ddcd6ebb79f4.ogg	220						
035d521b-ab17-4e02-8218-dc0fee3fdef1	d51f87c5-cfc7-4b41-8550-4455069425bd.ogg	220						
035d521b-ab17-4e02-8218-dc0fee3fdef1	d849e0c9-d378-40aa-95fe-112fee92ec61.ogg	220						
035d521b-ab17-4e02-8218-dc0fee3fdef1	dfa50e60-6d17-4d4f-8390-5aec48aad7b4.ogg	220						
035d521b-ab17-4e02-8218-dc0fee3fdef1	e83efc0b-0b21-4268-8cc5-11ab30f15496.ogg	220						
035d521b-ab17-4e02-8218-dc0fee3fdef1	f5f3900d-3911-43a1-8e7a-fbe3d9bcac8b.ogg	220						
035d521b-ab17-4e02-8218-dc0fee3fdef1	fcfb9356-293b-4f85-893b-a2d09b962f42.ogg	220						
0414da53-11e4-42e8-8e01-b4859a51e26f	162cb1aa-e2c4-4ee3-a1cf-218ee67ea6c5.ogg	310						
0414da53-11e4-42e8-8e01-b4859a51e26f	52758868-62e6-46d7-b600-4faeed13def9.ogg	310						
0414da53-11e4-42e8-8e01-b4859a51e26f	54532c92-22a6-42fe-8fc5-391721770432.ogg	310						
0414da53-11e4-42e8-8e01-b4859a51e26f	70bfa73d-9a22-4640-b7d3-804a16f2167b.ogg	310						
0414da53-11e4-42e8-8e01-b4859a51e26f	7e1ea0a5-caf1-4807-9258-ad5e952a8832.ogg	310						
0414da53-11e4-42e8-8e01-b4859a51e26f	82e68ec2-86ae-4a33-a7a5-226c313068d2.ogg	310						
0414da53-11e4-42e8-8e01-b4859a51e26f	bd40a095-1e38-44ab-b2d8-7a105ebf4e7a.ogg	310						
0414da53-11e4-42e8-8e01-b4859a51e26f	f5353e9c-ea45-42d6-8787-ec09fcbbdf50.ogg	310						
043282e7-4b88-408d-8217-f041fc92a6c5	0d7d3d84-57af-4f63-9433-08ef77050533.ogg	320						
043282e7-4b88-408d-8217-f041fc92a6c5	13f5a5e0-8cd5-472a-92d7-7eefdffb4558.ogg	320						
043282e7-4b88-408d-8217-f041fc92a6c5	25093bf1-3f12-42b2-bf9f-70d66302c182.ogg	320						
043282e7-4b88-408d-8217-f041fc92a6c5	36212c89-bb17-4b2a-89a5-6cafcf049184.ogg	320						
043282e7-4b88-408d-8217-f041fc92a6c5	40414f46-ed93-448c-ac00-a676ae0746e8.ogg	320						
043282e7-4b88-408d-8217-f041fc92a6c5	5c5fd59e-f6fe-4af7-b78a-ce99811c8ec5.ogg	320						
043282e7-4b88-408d-8217-f041fc92a6c5	64f906ef-1a10-4183-b895-a9e54400efb6.ogg	320						
043282e7-4b88-408d-8217-f041fc92a6c5	74932f30-4cb5-4357-9eae-e36dff82da08.ogg	320						
043282e7-4b88-408d-8217-f041fc92a6c5	7c52cc4e-06c1-4c16-a6be-33fcecd4c596.ogg	320						
043282e7-4b88-408d-8217-f041fc92a6c5	bfadff02-e5f6-47ae-b6b1-63f22fd8eb6a.ogg	320						
043282e7-4b88-408d-8217-f041fc92a6c5	c3b5b776-e8cf-4e8e-8d3d-0b079356f6fd.ogg	320						
043282e7-4b88-408d-8217-f041fc92a6c5	c8283f87-1af8-45f5-8339-e840eb0dfa88.ogg	320						
043282e7-4b88-408d-8217-f041fc92a6c5	d871e8e7-ba19-43cb-82f5-518ff55e945e.ogg	320						
043282e7-4b88-408d-8217-f041fc92a6c5	de7d7107-73d3-44aa-87b0-d87bebe6ec60.ogg	320						
048bc0a9-bb25-445a-a11f-b649747be92f	0fd48e14-b7c6-4f32-b454-9b90c48afa4e.ogg	490						
048bc0a9-bb25-445a-a11f-b649747be92f	1ee73112-5136-4587-afb8-09108b24f63b.ogg	490						
048bc0a9-bb25-445a-a11f-b649747be92f	403b5bed-9ac9-4e73-b3b5-aa59d85be4b1.ogg	490						
048bc0a9-bb25-445a-a11f-b649747be92f	418983ee-14f1-40c5-a16b-db78362c917c.ogg	490						
048bc0a9-bb25-445a-a11f-b649747be92f	60988e5b-2016-4da9-bc06-0b13c670fb10.ogg	490						
048bc0a9-bb25-445a-a11f-b649747be92f	65ef2805-7a4d-4242-bf48-66783a68be27.ogg	490						
048bc0a9-bb25-445a-a11f-b649747be92f	727df3bd-3d0c-495b-95bf-9d96061b0af1.ogg	490						
048bc0a9-bb25-445a-a11f-b649747be92f	8198a3ec-f733-43aa-aacd-c21a41b46bb7.ogg	490						
048bc0a9-bb25-445a-a11f-b649747be92f	8835a4ed-3acf-417c-b78e-747aa3330bbc.ogg	490						
048bc0a9-bb25-445a-a11f-b649747be92f	96e90baa-f29d-4722-b23e-f7d4ba908fe7.ogg	490						
048bc0a9-bb25-445a-a11f-b649747be92f	a81d6206-3f63-46c3-808e-d591b32289f8.ogg	490						
048bc0a9-bb25-445a-a11f-b649747be92f	b735976c-0d14-473d-9ed8-c1be343aee85.ogg	490						
048bc0a9-bb25-445a-a11f-b649747be92f	c40aa605-2e44-4096-b33c-c9714371383b.ogg	490						
048bc0a9-bb25-445a-a11f-b649747be92f	dfe1c35c-2092-4c1a-95a4-ecccbd10134e.ogg	490						
048bc0a9-bb25-445a-a11f-b649747be92f	e769d681-3d11-4128-b2d1-5b4f494324de.ogg	490						
048bc0a9-bb25-445a-a11f-b649747be92f	f2aac57f-1330-4508-acaf-89b69df89540.ogg	490						
048dbfd2-627e-4600-a40c-4258841a9d79	50174591-03dc-472a-bb02-eb8f72860daf.ogg	170						
048dbfd2-627e-4600-a40c-4258841a9d79	713439bc-3714-4475-a158-2595f8f5c7cd.ogg	170						
04ba7c71-ce14-4fd0-8df7-d82b5be98a66	0a6d21b1-a30f-442f-8468-0d6470e486bd.ogg	280						
04ba7c71-ce14-4fd0-8df7-d82b5be98a66	47cc8a42-4b89-4f38-8bd9-08fb088ae06e.ogg	280						
04ba7c71-ce14-4fd0-8df7-d82b5be98a66	6e281336-c847-4ebb-9c71-298664195fc6.ogg	280						
04ba7c71-ce14-4fd0-8df7-d82b5be98a66	7b8c8533-2bf2-405b-b152-b2302f0055bb.ogg	280						
04ba7c71-ce14-4fd0-8df7-d82b5be98a66	80c0f3b9-55ca-4bc9-aee5-1bc5c8b270f8.ogg	280						
04ba7c71-ce14-4fd0-8df7-d82b5be98a66	874ce7a9-5465-4a7f-ac45-8b3e1766352f.ogg	280						
04ba7c71-ce14-4fd0-8df7-d82b5be98a66	9a9833e4-9948-4c5e-8148-d0a213a63f13.ogg	280						
04ba7c71-ce14-4fd0-8df7-d82b5be98a66	a95f378e-f962-46de-a5fc-04532d1e5437.ogg	280						
04ba7c71-ce14-4fd0-8df7-d82b5be98a66	b3cbb737-9e79-4810-80d7-a05784b162ad.ogg	280						
04ba7c71-ce14-4fd0-8df7-d82b5be98a66	b9260e56-6f51-4198-95c5-02407760c4dd.ogg	280						
04ba7c71-ce14-4fd0-8df7-d82b5be98a66	bcee5c44-86aa-49c6-9b0c-ed2231bf004b.ogg	280						
04ba7c71-ce14-4fd0-8df7-d82b5be98a66	c4c59bfc-9bcb-4bd2-8138-1ca49cd2807e.ogg	280						
04ba7c71-ce14-4fd0-8df7-d82b5be98a66	d4853938-870e-4b08-a37b-137a50f7bec5.ogg	280						
04ba7c71-ce14-4fd0-8df7-d82b5be98a66	e3ce2fb7-94b8-4f98-ab65-50b2fc6f6bac.ogg	280						
04ba7c71-ce14-4fd0-8df7-d82b5be98a66	e7f24fbb-77d8-4cd5-8def-8ed619eaedd5.ogg	280						
04ba7c71-ce14-4fd0-8df7-d82b5be98a66	fcfbc917-74b7-4c95-a414-ac3386d939b6.ogg	280						
04e28058-5c99-4cd0-9dc3-825b7c18ab78	08513e63-b92c-42c5-b3ae-0dde917d2c54.ogg	100						
04e28058-5c99-4cd0-9dc3-825b7c18ab78	0fa9356f-3203-43fc-98b6-364aa014e7a4.ogg	100						
04e28058-5c99-4cd0-9dc3-825b7c18ab78	3a36aeea-2a7f-4602-b294-29c7f846d865.ogg	100						
04e28058-5c99-4cd0-9dc3-825b7c18ab78	3c59b67a-f3ca-4089-81e9-4fe556b10f72.ogg	100						
04e28058-5c99-4cd0-9dc3-825b7c18ab78	bd897ae9-0c3e-4965-8b49-943510b26cf7.ogg	100						
04e28058-5c99-4cd0-9dc3-825b7c18ab78	d86afe4b-1a1c-4dcb-b5ce-ced00a8ff0e2.ogg	100						
04e28058-5c99-4cd0-9dc3-825b7c18ab78	e9714e39-60be-407c-a815-458b28060560.ogg	100						
0504efa5-bf24-4f6b-874f-be32af52592a	33f72df8-cb3b-43a6-a08d-5618b8e946a1.ogg	390						
0504efa5-bf24-4f6b-874f-be32af52592a	4129c220-8e87-4035-8dda-f4a94ae1ee02.ogg	390						
0504efa5-bf24-4f6b-874f-be32af52592a	62b58713-0be9-4289-9961-f5b45ea2f099.ogg	390						
0504efa5-bf24-4f6b-874f-be32af52592a	784489e8-71f8-4294-a609-400495157012.ogg	390						
0504efa5-bf24-4f6b-874f-be32af52592a	a6fbcd3e-2a38-47a1-a864-e5d8eea180c5.ogg	390						
0504efa5-bf24-4f6b-874f-be32af52592a	cbfaa06e-df2c-4b0f-89a8-764dd7122eb9.ogg	390						
0504efa5-bf24-4f6b-874f-be32af52592a	ea804a6a-6fa8-46a6-ac6c-131da35c4621.ogg	390						
053d0d4a-daa3-474b-827c-6ba5e595b6c7	a30ffe78-a9b8-4592-9670-ceaf9e4f5255.ogg	290						
053d0d4a-daa3-474b-827c-6ba5e595b6c7	b1ad8755-dd5c-4fb1-847d-57e187e73077.ogg	290						
054a3663-ad9f-4a33-b9a9-73bef4339e63	02ae2a8a-c127-452a-9517-0a3f335c21ef.ogg	340						
054a3663-ad9f-4a33-b9a9-73bef4339e63	06dbae33-7a1a-42f9-a577-58766f1d0bb9.ogg	340						
054a3663-ad9f-4a33-b9a9-73bef4339e63	1a837b26-f544-4b2a-ad6e-821d9caa6f49.ogg	340						
054a3663-ad9f-4a33-b9a9-73bef4339e63	28ae6b94-9cc4-41b6-a4a3-4f3dd5029b4c.ogg	340						
054a3663-ad9f-4a33-b9a9-73bef4339e63	51131ace-4af8-49ae-a3ad-823d76c6c5d3.ogg	340						
054a3663-ad9f-4a33-b9a9-73bef4339e63	5b6b4bdf-5e9d-469a-8d8a-bb85d7be9630.ogg	340						
054a3663-ad9f-4a33-b9a9-73bef4339e63	5f4abc63-2233-4f22-9dfa-27cf70b48e92.ogg	340						
054a3663-ad9f-4a33-b9a9-73bef4339e63	5f6d1d48-b3c1-4ae4-ba2e-ef5fb0016ef6.ogg	340						
054a3663-ad9f-4a33-b9a9-73bef4339e63	6b46b1a4-ae86-464d-845c-713b95683a88.ogg	340						
054a3663-ad9f-4a33-b9a9-73bef4339e63	70b3ae55-290f-4e25-9621-128cec1b6058.ogg	340						
054a3663-ad9f-4a33-b9a9-73bef4339e63	7941b8b4-0cbf-469b-a96d-dadc1681aea0.ogg	340						
054a3663-ad9f-4a33-b9a9-73bef4339e63	8a26dfc9-d209-4185-9102-6019c67851cb.ogg	340						
054a3663-ad9f-4a33-b9a9-73bef4339e63	962e6034-88fc-4c58-82be-dfdc96cd74eb.ogg	340						
054a3663-ad9f-4a33-b9a9-73bef4339e63	9ced6e86-f60a-488b-9e94-53875eb188f4.ogg	340						
054a3663-ad9f-4a33-b9a9-73bef4339e63	aa906176-4838-4bf1-87e7-fcf706f75ea4.ogg	340						
054a3663-ad9f-4a33-b9a9-73bef4339e63	b34d6965-ef23-49b8-9f53-dbf45be012a8.ogg	340						
054a3663-ad9f-4a33-b9a9-73bef4339e63	b57488b3-7817-4a03-bf9b-c0f761b6c64b.ogg	340						
054a3663-ad9f-4a33-b9a9-73bef4339e63	b7351d90-758d-4f8d-befe-936e2130a90d.ogg	340						
